id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12605638,https://www.airbnb.com/rooms/12605638,20240926145735,2024-09-26,city scrape,Chambre avec balcon - Maison rustique et jardin,"Bedroom in a cohabiting house with kitchen, living room, bathroom, veranda, laundry room and a large garden.<br /><br />Large rustic house close to public transport.<br /><br />Free parking in front of the house.<br /><br />Greenery 250 meters from all shops.",300 meters from all shops and tram stop,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTI2MDU2Mzg%3D/original/7601f4e3-5b74-4325-9b73-3ee2a9f5e2c3.jpeg,9785768,https://www.airbnb.com/users/show/9785768,Sandro,2013-11-03,"Lancy, Switzerland","",within a few hours,93%,75%,t,https://a0.muscache.com/im/pictures/user/User-9785768/original/0cbc24c0-66b5-43fb-b141-1d77edb153cd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-9785768/original/0cbc24c0-66b5-43fb-b141-1d77edb153cd.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Petit-Lancy, Genève, Switzerland",Lancy,,46.18661,6.11388,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Kitchen"", ""Lock on bedroom door"", ""Refrigerator"", ""Smoking allowed"", ""Dishes and silverware"", ""TV with standard cable"", ""Hangers"", ""Backyard"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Oven"", ""Iron"", ""Patio or balcony"", ""Breakfast"", ""Cooking basics"", ""Heating"", ""Stove"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Free parking on premises"", ""BBQ grill"", ""Microwave"", ""Dishwasher"", ""Essentials"", ""Washer"", ""Bed linens"", ""Cleaning available during stay""]",$57.00,1,30,1,1,30,30,1.0,30.0,,t,6,34,64,154,2024-09-26,154,40,3,2016-06-11,2024-09-08,4.88,4.93,4.78,4.93,4.95,4.76,4.85,,f,3,0,3,0,1.52
12643259,https://www.airbnb.com/rooms/12643259,20240926145735,2024-09-26,previous scrape,Private Room in Plainpalais,"Private room available in Plainpalais/Carouge area of Geneva. Neighborhood feel, with shops & restaurants nearby. 3 min walk to public transportation with direct connections to the city center, Palais des Nations & other International organizations.",,https://a0.muscache.com/pictures/2a2594ee-a0cb-40c1-b258-4762cb932872.jpg,9221050,https://www.airbnb.com/users/show/9221050,Neema,2013-10-04,"Geneva, Switzerland","",N/A,N/A,67%,f,https://a0.muscache.com/im/pictures/user/b7346634-7db1-4f0d-9411-99d1a8dcd35b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b7346634-7db1-4f0d-9411-99d1a8dcd35b.jpg?aki_policy=profile_x_medium,,1,5,"['email', 'phone']",t,t,,Commune de Genève,,46.19079,6.14481,Private room in rental unit,Private room,1,,1 bath,,,"[""Essentials"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""TV with standard cable"", ""Hot water"", ""Luggage dropoff allowed"", ""Wifi""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-09-26,10,1,0,2016-05-26,2024-05-16,4.6,4.8,4.9,5.0,4.8,4.9,4.7,,f,1,0,1,0,0.10
12829370,https://www.airbnb.com/rooms/12829370,20240926145735,2024-09-26,previous scrape,"Village House, Swimming Pool, 4 BDR, CERN","Village house in Satigny. Swimming pool 3X5. Terrace and Veranda. 4 bedrooms, 2 bathrooms (1st and 2nd floor), 1 shower room (3rd floor), 4 toilets (1 on each floor). Mezzanine (2nd floor) mattress on the floor for 2. Small terrace (1st floor) swimming pool view.<br /><br />Our accomodations are cleaned with aquama® hydrolyzed solutions to clean and/or disinfect based on water, salt and electricity, 100% biodegradable.","Satigny is a village in the largest vineyard locality of Switzerland. Very close to Allondon river, you can have a picnic with your family or with your friends. Two bakeries, food market every Tuesday and Thursday, restaurants, grocery, newspaper bureau and smoke shop, butchery in the village. At 10 minutes from Geneva downtown with the train.",https://a0.muscache.com/pictures/9a1b5753-5047-4c55-82c9-dc24ec95c51b.jpg,46143912,https://www.airbnb.com/users/show/46143912,Philippe,2015-10-09,"Geneva, Switzerland",weDoux - Airbnb Management Solution,within an hour,92%,83%,f,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_x_medium,,57,68,"['email', 'phone']",t,t,"Satigny, GE, Switzerland",Satigny,,46.21604,6.03283,Entire home,Entire home/apt,6,,3 baths,4,,"[""Kitchen"", ""Indoor fireplace"", ""Refrigerator"", ""Bathtub"", ""Dishes and silverware"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys"", ""TV with standard cable"", ""Hangers"", ""Game console"", ""Backyard"", ""Pool"", ""Dryer"", ""Shampoo"", ""Coffee maker"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Patio or balcony"", ""High chair"", ""Cooking basics"", ""Heating"", ""Stove"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Essentials"", ""Washer"", ""Self check-in"", ""Bed linens"", ""Paid parking off premises""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-26,4,0,0,2016-08-07,2016-08-26,4.75,4.5,4.5,5.0,5.0,4.25,4.25,,f,35,33,2,0,0.04
12899329,https://www.airbnb.com/rooms/12899329,20240926145735,2024-09-26,city scrape,Quiet nice room close to everything,"This location is ideal for the person who needs to be close to downtown (15 min walk), there is public transportation right downstairs.<br />In proximity you will also find restaurants and pubs.<br />The apartment is located right next to Plainpalais, a big area where on set days there is the flee market and the food market.<br />Close to here (10 min walk) there is the Rhône and on hot days you can go and enjoy a swim.<br />My place is good for solo adventurers and business travelers",,https://a0.muscache.com/pictures/airflow/Hosting-12899329/original/a16dea8e-6b84-4e17-ad8d-6192603f7761.jpg,70652566,https://www.airbnb.com/users/show/70652566,Ludovica,2016-05-06,"Geneva, Switzerland","",within a few hours,100%,95%,t,https://a0.muscache.com/im/pictures/user/55e01dd8-c63d-45ca-a68e-f3fe8f4dd205.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55e01dd8-c63d-45ca-a68e-f3fe8f4dd205.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Commune de Genève,,46.19861,6.13639,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1,1,"[""Kitchen"", ""Room-darkening shades"", ""Refrigerator"", ""Bathtub"", ""Dishes and silverware"", ""Hair dryer"", ""Baking sheet"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Cleaning products"", ""Blender"", ""Coffee maker"", ""Oven"", ""Iron"", ""Freezer"", ""Heating"", ""Wine glasses"", ""Electric stove"", ""Hot water"", ""Dedicated workspace"", ""Wifi"", ""Dining table"", ""Essentials"", ""Long term stays allowed"", ""Bed linens"", ""Extra pillows and blankets""]",$65.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,23,29,119,2024-09-26,105,12,0,2016-08-16,2024-08-22,4.9,4.88,4.9,4.97,4.98,4.98,4.87,,f,2,0,2,0,1.06
12941391,https://www.airbnb.com/rooms/12941391,20240926145735,2024-09-26,city scrape,Geneva  City center,"Nice building between Carougeand Plainpalaisareas close to any conveniences.<br />Beautiful apartment around 40 m2 with an entrance hall, master rom, a beautiful full equipped kitchen, a bathroom with separated WC.<br />Facilities: washing machine",,https://a0.muscache.com/pictures/miso/Hosting-12941391/original/6fdd0969-627f-42d2-a6fc-41115efe8557.jpeg,10409307,https://www.airbnb.com/users/show/10409307,David,2013-12-03,"Geneva, Switzerland","Our apartments are welcoming enough to make you want to move in and perhaps find yourself a little bit ""at home"" at the end of the world!",within a few hours,88%,24%,f,https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_x_medium,,29,29,"['email', 'phone']",t,t,,Commune de Genève,,46.18929,6.14252,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Smoking allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Baking sheet"", ""Hot water kettle"", ""TV with standard cable"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Oven"", ""Iron"", ""High chair"", ""Host greets you"", ""Cooking basics"", ""Heating"", ""Pets allowed"", ""Stove"", ""Hot water"", ""Wifi"", ""Microwave"", ""Fire extinguisher"", ""Dishwasher"", ""Essentials"", ""Washer"", ""Bed linens"", ""Paid parking off premises"", ""Extra pillows and blankets""]",$99.00,30,365,30,30,365,365,30.0,365.0,,t,6,36,66,341,2024-09-26,3,1,0,2016-09-11,2024-04-30,4.33,4.0,5.0,4.0,4.33,5.0,3.67,,f,28,28,0,0,0.03
12944103,https://www.airbnb.com/rooms/12944103,20240926145735,2024-09-26,city scrape,Geneva Plainpalais 1 bedroom F4.1.2.D,"Nice building between Carougeand Plainpalaisareas close to any conveniences. Beautiful apartment around 40 m2 with an entrance hall, master rom, a beautiful full equipped kitchen, a bathroom with separated WC.<br />Facilities: washing machine etc.",,https://a0.muscache.com/pictures/d0796995-c1b6-47e4-8833-e3276a9c4eba.jpg,10409307,https://www.airbnb.com/users/show/10409307,David,2013-12-03,"Geneva, Switzerland","Our apartments are welcoming enough to make you want to move in and perhaps find yourself a little bit ""at home"" at the end of the world!",within a few hours,88%,24%,f,https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_x_medium,,29,29,"['email', 'phone']",t,t,,Commune de Genève,,46.19141,6.14432,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Laundromat nearby"", ""Hangers"", ""Crib"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Oven"", ""Iron"", ""High chair"", ""Host greets you"", ""Cooking basics"", ""Heating"", ""TV"", ""Stove"", ""Hot water"", ""Wifi"", ""Portable fans"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Bed linens"", ""Paid parking off premises"", ""Extra pillows and blankets""]",$99.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,26,56,86,361,2024-09-26,3,0,0,2016-08-14,2021-06-03,5.0,4.67,5.0,4.0,4.0,4.67,3.67,,f,28,28,0,0,0.03
13009983,https://www.airbnb.com/rooms/13009983,20240926145735,2024-09-26,city scrape,Beautiful Villa (private pool) nearby Geneva Lake,"Our villa is located in Genthod, 5 km outside Geneva, nearby the lake of Geneva. Great location for summer, autumn and winter holidays; also in case you attend a conference at PALEXPO.<br /><br />Spacious and luminous areas (200m2), garden (1'000m2), located in a green, residential area.<br /><br />Possibility to rent a room (please ask for a special price) or entire villa.","Our house is located in a green, residential area, very friendly neighbourhood. 5 minutes walk to Lake of Geneva. Great public 'plage' in Genthod.",https://a0.muscache.com/pictures/67c2aa04-34cf-4671-90a3-06afcf78d7f2.jpg,2324024,https://www.airbnb.com/users/show/2324024,Paul,2012-05-08,"Genthod, Switzerland","Flying Dutchman, multilingual, passionate about sports (kayaking, skiing, biking, hiking, climbing), latin music, and improving the health of populations (work at WHO). 

Happy to introduce you to the good spots in Geneva, Switzerland and neighbouring France.
",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/2324024/profile_pic/1336507921/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2324024/profile_pic/1336507921/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Genthod, Genève, Switzerland",Genthod,,46.26073,6.15087,Entire home,Entire home/apt,6,2.5,2.5 baths,4,4,"[""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Hair dryer"", ""Hangers"", ""Crib"", ""Hot tub"", ""Pool"", ""Shampoo"", ""Iron"", ""Breakfast"", ""High chair"", ""Heating"", ""Building staff"", ""TV"", ""Wifi"", ""Free parking on premises"", ""Essentials"", ""Washer"", ""Self check-in"", ""Hot water""]",$500.00,7,21,7,7,21,21,7.0,21.0,,t,0,5,5,78,2024-09-26,1,0,0,2016-06-30,2016-06-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
13032455,https://www.airbnb.com/rooms/13032455,20240926145735,2024-09-26,previous scrape,Room in neighborhood minutes from the Airport,"spacious room in basement of a house just 10 min walk from the airport in a quiet neighborhood of Geneva - the neighbors include a foreign embassy. accommodates 2 adults/2 people, sofa bed, bathroom. 5 min from bus stop. Great deal in Geneva - one of the top 5 most expensive cities in the world!",residential neighborhood with noise restrictions in place,https://a0.muscache.com/pictures/0b944943-1e14-48ff-96bd-a2af7b5bbbe6.jpg,2288427,https://www.airbnb.com/users/show/2288427,Vish,2012-05-04,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/2dc61b8e-f69f-411f-858a-ace46a692368.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2dc61b8e-f69f-411f-858a-ace46a692368.jpg?aki_policy=profile_x_medium,,4,6,"['email', 'phone']",t,t,"Genève, Switzerland",Grand-Saconnex,,46.22698,6.10978,Shared room in home,Shared room,2,,1 shared bath,,,"[""Kitchen"", ""Free parking on premises"", ""Heating"", ""Washer"", ""TV"", ""Dryer"", ""Wifi""]",,1,2,1,1,2,2,1.0,2.0,,t,0,0,0,0,2024-09-26,0,0,0,,,,,,,,,,,f,1,0,0,1,
13135441,https://www.airbnb.com/rooms/13135441,20240926145735,2024-09-26,city scrape,A côté de la faculté de médecine et de l’hôpital,"Nice one and a half room apartment with large balcony in the heart of the city of Calvin in a residential area, close to the University Medical Centre and the hospital, 15 minutes from the city center. Close to all communications, shops and restaurants.",The neighborhood is located near a beautiful park and has all the necessary shops and restaurants nearby.,https://a0.muscache.com/pictures/310b0cb8-de5b-4e34-ba41-d39da4c9babf.jpg,73177339,https://www.airbnb.com/users/show/73177339,Ingrid,2016-05-21,"Sciez, France",Je suis à la retraite et vis avec mes animaux dans ma maison en France . J'adore lire et faire la cuisine mais également sortir et voyager.,within a day,100%,46%,t,https://a0.muscache.com/im/pictures/user/User-73177339/original/351a3e1a-73ab-4b3e-ac5f-1e93e995161a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-73177339/original/351a3e1a-73ab-4b3e-ac5f-1e93e995161a.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève Champel, GE, Switzerland",Commune de Genève,,46.18883,6.15518,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Kitchen"", ""Room-darkening shades"", ""Refrigerator"", ""Bathtub"", ""First aid kit"", ""Hair dryer"", ""Dishes and silverware"", ""Private patio or balcony"", ""Smoke alarm"", ""Hangers"", ""Elevator"", ""Coffee maker: Nespresso"", ""HDTV with standard cable"", ""Central heating"", ""Paid washer \u2013 In building"", ""Shampoo"", ""Iron"", ""Outdoor dining area"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Essentials"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Outdoor furniture"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Other electric stove"", ""Extra pillows and blankets""]",$60.00,6,1125,6,6,1125,1125,6.0,1125.0,,t,0,0,3,109,2024-09-26,40,4,0,2016-06-22,2024-08-03,4.83,4.95,4.9,4.95,4.88,4.75,4.7,,f,1,1,0,0,0.40
13178134,https://www.airbnb.com/rooms/13178134,20240926145735,2024-09-26,city scrape,Chambre à louer dans appartement,"Room in quiet and spacious apartment, crossing, located in the city center, close to all amenities, university area.",,https://a0.muscache.com/pictures/miso/Hosting-13178134/original/5aa72690-8255-45a1-8af5-e9a9e2612946.jpeg,73690730,https://www.airbnb.com/users/show/73690730,Linda,2016-05-24,"Geneva, Switzerland","",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/312c401e-27ba-48c8-89c0-ddff52ca6231.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/312c401e-27ba-48c8-89c0-ddff52ca6231.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Commune de Genève,,46.19531,6.13803,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Kitchen"", ""Lock on bedroom door"", ""Outdoor dining area"", ""Piano"", ""Paid parking on premises"", ""Washer"", ""TV"", ""Smoke alarm"", ""Wifi""]",$80.00,3,7,3,3,7,7,3.0,7.0,,t,29,59,89,89,2024-09-26,4,1,0,2023-04-01,2023-10-11,4.75,5.0,4.5,5.0,5.0,4.75,5.0,,f,2,1,1,0,0.22
13203361,https://www.airbnb.com/rooms/13203361,20240926145735,2024-09-26,previous scrape,Apartment with Balcony in City Centre/ downtown,"Apartment with balcony - 1 bedroom in cosy downtown Geneva. Quiet location, 2 min walk to all the bars and restaurants. 5-10 mins from the city centre and lake.","5 mins from plainpalais (bars and restaurants), 10 mins from bel air (city centre & lake) close proximity to anywhere else in Geneva (maximum 25 mins)",https://a0.muscache.com/pictures/486d46d1-1ec8-4314-8b37-0f83d23497c0.jpg,50072918,https://www.airbnb.com/users/show/50072918,Afnan,2015-11-28,"Manchester, United Kingdom",Young professional living in the city! ,within an hour,95%,84%,f,https://a0.muscache.com/im/pictures/user/01e044c2-c8d2-431a-8eb5-c43a9aeb2d40.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/01e044c2-c8d2-431a-8eb5-c43a9aeb2d40.jpg?aki_policy=profile_x_medium,,5,6,"['email', 'phone', 'work_email']",t,t,"Genève, GE, Switzerland",Commune de Genève,,46.19875,6.13512,Private room in condo,Private room,2,,1 private bath,,,"[""Kitchen"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Refrigerator"", ""Bathtub"", ""Dishes and silverware"", ""Hair dryer"", ""Hot water kettle"", ""Laundromat nearby"", ""Smoke alarm"", ""Elevator"", ""Cleaning products"", ""Private living room"", ""65 inch HDTV with Netflix"", ""Oven"", ""Iron"", ""Patio or balcony"", ""Host greets you"", ""Cooking basics"", ""Heating"", ""Coffee"", ""Books and reading material"", ""Stove"", ""Hot water"", ""Wifi"", ""Dining table"", ""Clothing storage"", ""Essentials"", ""Bed linens"", ""Carbon monoxide alarm""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-09-26,10,1,0,2019-08-27,2024-02-29,4.3,4.5,4.6,4.4,4.6,4.6,4.7,,f,1,0,1,0,0.16
13271249,https://www.airbnb.com/rooms/13271249,20240926145735,2024-09-26,city scrape,"City Center ideal for UN, WHO & WTO","My place is in the city center and surrounded by restaurants and dining. You’ll love my place because of it's in the center of the Paquis, close to the lake and the train station. My place is good for couples, solo adventurers, and business travelers.",,https://a0.muscache.com/pictures/miso/Hosting-13271249/original/ae367a55-805a-4359-bd2e-9d33ae66f633.jpeg,12207451,https://www.airbnb.com/users/show/12207451,Teresa,2014-02-13,"Geneva, Switzerland","",within a day,100%,65%,f,https://a0.muscache.com/im/users/12207451/profile_pic/1392306090/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12207451/profile_pic/1392306090/original.jpg?aki_policy=profile_x_medium,,8,13,"['email', 'phone', 'work_email']",t,t,,Commune de Genève,,46.21212,6.1494,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""42 inch HDTV with standard cable"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Hangers"", ""Elevator"", ""Dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Coffee maker"", ""Oven"", ""Iron"", ""Cooking basics"", ""Heating"", ""Pets allowed"", ""Stove"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Microwave"", ""Dishwasher"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Bed linens"", ""Free street parking""]",$110.00,6,1125,4,6,1125,1125,6.0,1125.0,,t,20,21,39,174,2024-09-26,46,5,1,2016-06-30,2024-09-13,4.74,4.91,4.76,4.93,4.96,4.91,4.76,,f,4,4,0,0,0.46
13279964,https://www.airbnb.com/rooms/13279964,20240926145735,2024-09-26,city scrape,"Room wifi/TV/near RICHEMONT,UN,WIPO, ILO,PALEXPO","Apartments of high standing - bright and with exceptional views - accessible on foot to all shops, banks and stations Pont Ceard,Versoix and bus stops. 10 mm beach, restaurants and NEARBY bar<br /><br />/Near <br /><br />to: RICHEMONT, AIRPORT, PALEXPO, all international organizations, UN, ILO WHO ICRC WHO , UNIAID, UNHCR,  GATT , UNHCR , 15  mn car / 18  mn by train /bus","Cinema , excellent restaurants, fitness, sports center, swimming pool , cultural center, tea room, bar, cellars of Bon Séjour - free concerts, beach, port, buvette, Nautical restaurant, Disembarkation, cycle path with many circuits, MM, Coop, Denner, banks, pharmacy all within walking distance",https://a0.muscache.com/pictures/0ce7703e-be08-4952-8725-5585f8420f6c.jpg,56534532,https://www.airbnb.com/users/show/56534532,Chantal,2016-01-28,"Versoix, Switzerland","Suis très sociable, attentionnée et accueillante . Spontanée aime surprendre . Aime faire découvrir la région et les bons restaurants. Ne suis jamais à cours d’idées et de suggestions pour mes hôtes qui aiment découvrir GENEVE et les environs . Aime aider mon prochain .  Aime me promener avec mes chiens en liberté avec une amie. J’aime les imprévus. Je sors beaucoup voir des activités culturelles, théâtre, concerts, restaurants . Découvrir lieu.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e454db82-4661-4316-a2ee-1348588a157a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e454db82-4661-4316-a2ee-1348588a157a.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Versoix, GE, Switzerland",Versoix,,46.28487,6.16292,Private room in rental unit,Private room,1,1.0,1 bath,1,2,"[""Kitchen"", ""Refrigerator"", ""Fast wifi \u2013 108 Mbps"", ""Smoking allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Elevator"", ""HDTV with standard cable"", ""Garden view"", ""Paid washer \u2013 In building"", ""Lake view"", ""Dryer"", ""Shampoo"", ""City skyline view"", ""Coffee maker"", ""Park view"", ""Iron"", ""Outdoor dining area"", ""Mountain view"", ""Host greets you"", ""Heating"", ""Fire pit"", ""Pets allowed"", ""Free parking on premises"", ""BBQ grill"", ""Indoor fireplace: ethanol"", ""Essentials"", ""Outdoor furniture"", ""Private hot tub""]",$85.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,24,54,329,2024-09-26,15,1,0,2017-05-12,2024-06-02,4.73,4.86,4.67,5.0,5.0,4.86,4.64,,f,3,1,2,0,0.17
13280057,https://www.airbnb.com/rooms/13280057,20240926145735,2024-09-26,city scrape,"Room TV,Wifi, near RICHEMONT,UN,WIPO, ILO,PALEXPO","Exceptional view - spacious bed - high bright luxury - ideal for business F/H and couple  -  near RICHEMONT PALEXPO ,AIRPORT, CICR 13 minutes by car (18 minutes by train) and international organizations UN, responsiveness, WHO/ CICR/who/volunteerT close to Pont Ceard train stations, 5-minute walk  and  Versoix 10-minute walk. Free PARKING / WIFI. Close to Port Choiseuil harbour beach, restaurants,tea room,  refreshments. Possibility to have free bikes,Train Station Versoix ,beautiful easy journeys. Swimming pool","All Shops , Restaurants, MM, COOP, Denner, Train Stations, Beach, Walkable Sports Center, Bus, Bicycle Paths, Numerous Walks, Bike Tours, Medical Center, Cultural Center, Fitness , Pharmacy , Storage Room , Tea Room",https://a0.muscache.com/pictures/airflow/Hosting-13280057/original/f095ce81-03cf-427b-9a0b-5b3ac8d9f549.jpg,56534532,https://www.airbnb.com/users/show/56534532,Chantal,2016-01-28,"Versoix, Switzerland","Suis très sociable, attentionnée et accueillante . Spontanée aime surprendre . Aime faire découvrir la région et les bons restaurants. Ne suis jamais à cours d’idées et de suggestions pour mes hôtes qui aiment découvrir GENEVE et les environs . Aime aider mon prochain .  Aime me promener avec mes chiens en liberté avec une amie. J’aime les imprévus. Je sors beaucoup voir des activités culturelles, théâtre, concerts, restaurants . Découvrir lieu.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e454db82-4661-4316-a2ee-1348588a157a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e454db82-4661-4316-a2ee-1348588a157a.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Versoix, GE, Switzerland",Versoix,,46.28461,6.16426,Private room in condo,Private room,2,1.0,1 shared bath,1,1,"[""Lock on bedroom door"", ""Refrigerator"", ""Resort access"", ""Smoking allowed"", ""Dishes and silverware"", ""Hair dryer"", ""TV with Netflix, standard cable"", ""Hangers"", ""Fast wifi \u2013 105 Mbps"", ""Elevator"", ""Garden view"", ""Backyard"", ""Paid washer \u2013 In building"", ""Pocket wifi"", ""Lake view"", ""Shampoo"", ""Coffee maker"", ""Park view"", ""Iron"", ""Outdoor dining area"", ""Mountain view"", ""Host greets you"", ""Private entrance"", ""Heating"", ""Shared patio or balcony"", ""Fire pit"", ""Pets allowed"", ""Hot water"", ""Dedicated workspace"", ""Free parking on premises"", ""BBQ grill"", ""Free dryer \u2013 In building"", ""Indoor fireplace: ethanol"", ""Essentials"", ""Outdoor furniture"", ""Ethernet connection"", ""Private hot tub"", ""Bed linens"", ""Extra pillows and blankets""]",$95.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2024-09-26,18,1,0,2016-06-03,2024-05-17,4.72,4.83,4.56,4.83,4.89,4.78,4.72,,f,3,1,2,0,0.18
